Longitude,Latitude,Location
10.736919631360232,48.8974247555638,Plant_0
12.441615404443553,48.01563982376891,Plant_1
10.970623814511393,49.74215139095993,Plant_2
13.034595304886864,48.925837319407776,Plant_3
10.683695095864278,47.746843560454224,Plant_4
9.311833385835016,49.87093462372476,Plant_5
12.485066853820264,49.199604330522575,Plant_6
11.110178307330836,48.11770462067978,Plant_7
12.926756422930175,48.36792745746638,Plant_8
11.836341847882162,50.16251810173407,Plant_9
11.573768355204447,48.53524323833802,Plant_10
11.308048044092414,50.242127001768694,Plant_11
10.118353538928057,49.86154010204937,Plant_12
11.62396845498417,49.036271177635975,Plant_13
10.456675756927957,48.44371942161475,Plant_14
13.391029855498795,48.661995911089015,Plant_15
10.45851728391994,48.07804354789818,Plant_16
10.461826780250624,49.23553708914435,Plant_17
12.196546045414408,48.33958510084905,Plant_18
11.221853681250394,47.694958825995286,Plant_19
12.17103262627293,49.45702608404,Plant_20
10.746388821521448,50.08282275997861,Plant_21
12.809335915845663,47.77188543985793,Plant_22
11.819603634597058,48.10119889723127,Plant_23
10.18692558125831,47.62795463977511,Plant_24
10.424475641760925,49.57292856273394,Plant_25
11.16562089318682,49.309373653638545,Plant_26
12.6138488427319,48.686575132168294,Plant_27
12.120262621094936,49.87485519216399,Plant_28
11.037500058766014,48.57294519777739,Plant_29
10.196781709883037,50.30706904603157,Plant_30
12.019352036079836,48.778197642992204,Plant_31
11.865324771605948,47.7863074111387,Plant_32
9.782077594938315,50.10546233866011,Plant_33
11.669631319626628,49.64025601504003,Plant_34
