Longitude,Latitude,Location
10.836943088797407,49.72006466724905,A
11.944781575496815,47.85057600797193,B
12.723078665103362,48.839143668914666,C
10.57703707615639,48.50524703363955,D
12.063206422407603,49.96186744678509,E
10.836468241933801,47.93226281403962,F
9.762937096717254,49.81989827040079,G
11.495364598932694,48.66878659483587,H
13.227756544026983,48.68328024035947,I
12.468206738258448,48.308599293619544,J
11.945876044823025,49.242957838960386,K
10.841613263746432,50.09040916643635,L
10.738306316756033,49.12718341237859,M
12.758005125257005,47.90707527976484,N
10.24365498514629,47.82601059849584,O
10.341144056664204,50.319895249227045,P
11.044750701481698,47.63963989929785,Q
11.576449322814582,50.16934366964627,R
11.98839498709936,48.493087448432185,S
11.537617638099704,49.50630273711381,T
11.38467066535031,48.036973959742305,U
12.796088898485662,49.29140511753069,V
10.201291645432297,49.54774297613755,W
12.281604901550752,49.7351911418055,X
9.38048765183897,49.82289360422107,Y
11.130342705327728,48.46854587057585,Z
11.629177010655722,48.957559366766944,AA
10.938976538635085,48.72582360455089,AB
10.360821951388616,47.49379827862374,AC
10.265991770079268,48.215292114315766,AD
10.263517433522955,49.95616935012973,AE
13.131819542719153,48.40547836317819,AF
13.216369492170815,49.06325143218966,AG
10.281811664202133,49.20299792905388,AH
9.73379688349816,50.239134348293966,AI
12.426943174603723,48.629286206865466,AJ
11.542735056930551,48.30633925958619,AK
12.320587035886385,49.210275532724886,AL
11.279099484251528,50.059132188026716,AM
12.125325551315049,48.2403661849904,AN
11.069181052493459,50.288621167857315,AO
9.299979892140495,49.98498108805235,AP
12.117152702536726,48.892473809019876,AQ
11.71159932481151,49.71726080419939,AR
11.3692641716164,49.3665556964138,AS
10.553543177200329,48.0460715935842,AT
11.518883574491891,47.7258517413215,AU
10.105537386445743,49.84470840063799,AV
10.677461596528845,48.88145203752089,AW
12.593959660446291,47.846599718252314,AX
13.5236886014928,48.83414663533731,AY
10.416690654859266,49.470578474213085,AZ
11.97633154715432,49.52714491153112,BA
10.789572098283013,47.70883833344002,BB
11.40198048456594,49.0937020957567,BC
12.187417331271323,49.44866118781003,BD
10.604744320749294,48.27133636996085,BE
11.951838092314976,48.18519581715777,BF
11.003807468339932,49.24268314596302,BG
12.754136462200425,48.55721605356942,BH
12.741999696778484,48.19199408650676,BI
10.535623549273735,48.78025805804006,BJ
11.903451294099327,50.207539565568425,BK
9.853338621506396,47.60028972924993,BL
12.81919193783773,49.16675321394666,BM
10.130963074488099,50.10375480725866,BN
11.831282752706814,48.75452757033492,BO
10.976242007552845,49.80943625159111,BP
11.41273562628656,48.54406763398485,BQ
9.719868016554367,49.93274717079001,BR
12.725339598799737,47.76193523881003,BS
11.08941674227909,47.48835504942508,BT
13.163424321817416,48.810664693125645,BU
11.838508705010646,49.97891916056452,BV
11.085040217524165,48.22469556233152,BW
12.946590760611311,48.28022845777763,BX
13.5575726078528,48.63013525187152,BY
12.575897634990529,48.08935666112209,BZ
10.42379718148386,49.69094130552379,CA
12.152895896790215,47.77992441182703,CB
11.171961455724285,49.781279879997776,CC
10.614447795129232,49.902212982056994,CD
13.153936011803127,48.937495259862715,CE
11.675407962163533,47.80787182868018,CF
11.081687379157284,50.142650747054006,CG
10.543510793479788,50.156128193079674,CH
11.184924606066852,47.86918276135965,CI
11.346812570577566,50.43085086088805,CJ
11.30810603218572,48.66998954681605,CK
12.421889461842675,48.75496923783598,CL
10.331922872321458,48.43819359577316,CM
11.19064482453283,48.90816612719572,CN
10.701838055748423,49.26122841044548,CO
10.780032553211873,48.65455001740372,CP
12.162598711839761,49.84588268262259,CQ
11.741385289649315,48.496005471434884,CR
12.761064775124105,48.417026591388556,CS
12.17799779869073,49.07467699486656,CT
12.331857269387735,48.43372235055205,CU
10.482916150897712,48.18445346052076,CV
10.989883366796043,48.093776683523146,CW
10.529414833048651,47.61051133752766,CX
12.421762533671334,49.64218355177274,CY
10.362137463593827,48.06760293292317,CZ
9.22157157440228,49.77019021102058,DA
12.236761497999925,48.62543638739446,DB
11.762554780231584,49.17971058347473,DC
9.931160903234092,50.146570770585754,DD
11.961006856962667,48.074324975608086,DE
12.353454877417521,48.07708590427452,DF
11.154245006685043,49.186555715718235,DG
11.970567598439837,50.07518351939539,DH
11.763456128129517,48.621538921074546,DI
11.327654956365002,48.37497016896932,DJ
12.362051735680533,47.82632271144618,DK
11.882383606647137,49.749502980307234,DL
9.988529107840128,49.65158409243828,DM
12.972848905132098,47.64838976181973,DN
12.196066238096838,49.59210880366186,DO
10.911729946733823,48.49634322796687,DP
10.290033643274553,49.80459766518475,DQ
11.408814624213912,50.16098305651999,DR
10.817292261772897,49.4886809585203,DS
10.82129123840837,50.31816096744996,DT
11.783750178934973,48.03761977268789,DU
10.908265753340496,49.04285430824757,DV
11.222444196226807,49.43593554530307,DW
12.544705126160288,49.063052012017785,DX
12.87992402118048,49.07295365811959,DY
11.774467013169444,49.53557774887229,DZ
10.210053887937134,49.31104521793834,EA
9.938388903782238,50.36809757637895,EB
10.823372118216703,48.22853601907679,EC
11.876986330647465,48.41035102190131,ED
10.401385080205996,48.29977120714168,EE
11.716899923417525,47.670431350972606,EF
9.185890642475954,49.868787652100366,EG
12.192327177586737,47.903102337221085,EH
11.728999734620444,50.23342138953924,EI
12.029462710675348,50.28058155789924,EJ
11.174280770440825,49.56866385899178,EK
10.209875290040674,48.32112285055412,EL
11.26526379126193,48.27051059888714,EM
11.316685569520851,49.232291647712074,EN
10.712961945586835,47.596061868266936,EO
11.298424168778036,47.759085012562124,EP
11.53442397784133,49.0371955713947,EQ
11.614575738980077,49.60799247871781,ER
10.63328921244864,47.78026096926791,ES
11.973372545626292,49.3928622961539,ET
10.23980274775417,47.556772253851165,EU
13.143914179949682,48.573180033575554,EV
10.328104615439745,49.091085309735476,EW
11.58276164419549,50.31513273812334,EX
