Longitude,Latitude,Location
10.426031180937702,49.76345010396675,A
11.74633195740246,48.850419897877885,B
12.256253982579375,49.28272065881865,C
11.29787629540125,48.43108917943932,D
12.012979763620331,48.20684696854946,E
11.847619181431941,50.128883744746226,F
12.570237543965584,47.93100019401797,G
10.484612644812957,49.29723527845827,H
13.304323733731383,48.591362333233874,I
10.437869887108333,47.704819746780906,J
11.34184774305326,47.79827729901043,K
11.964269007067855,49.71231309936623,L
11.117578826861903,50.102510976363796,M
11.253411910986838,49.344264300148,N
10.115536474374528,50.23689430528555,O
9.476691618383398,49.90209364264335,P
10.769888412188665,48.787142797005764,Q
12.948598803210228,48.9859952261635,R
12.518684972280345,48.58883272838263,S
10.49206911072586,48.25246076615605,T
