Longitude,Latitude,Location
12.711153487472691,49.043291155656995,E
11.916356932624076,47.94474094124833,L
10.31146716391925,47.89632029131894,X
12.317409973370095,47.89295626814062,AJ
13.178484443289442,48.657968473893504,AK
10.448978888108046,49.492546127430096,AL
9.780919322806433,50.19509843046476,AR
12.652150055506313,48.29631554432875,AU
11.523129927586671,50.07135494640782,AV
11.004837093947605,48.49041834352908,BB
12.342017242237654,49.684025653478464,BC
12.18504707800676,48.408766583197256,BF
11.391204474836563,49.194112824875674,BO
10.672329714502627,48.00424998356873,BR
10.196167284796529,49.903084315586916,CB
11.026734645777623,47.82653032138388,CG
