Feedstock_LAU,Location,Distance_km
DE_09161000,A,29.10667643559287
DE_09161000,B,125.76870778917696
DE_09161000,C,121.21450861358403
DE_09161000,D,86.68553705761134
DE_09161000,E,110.99363787848478
DE_09161000,F,149.1238256363042
DE_09161000,G,48.887349901517425
DE_09161000,H,108.9523441462165
DE_09161000,I,99.03026433681185
DE_09161000,J,184.29179322097573
DE_09162000,A,54.038474285758305
DE_09162000,B,192.06810389034186
DE_09162000,C,126.857990820487
DE_09162000,D,143.74966267605598
DE_09162000,E,83.51738808453116
DE_09162000,F,214.57541465114562
DE_09162000,G,105.72135175945914
DE_09162000,H,66.80059305712605
DE_09162000,I,34.98965378171533
DE_09162000,J,245.51153891365803
DE_09163000,A,90.90024984427178
DE_09163000,B,240.0306204942169
DE_09163000,C,118.78537231586249
DE_09163000,D,173.10406601708885
DE_09163000,E,124.28882006891587
DE_09163000,F,250.19426419954516
DE_09163000,G,157.6877779153127
DE_09163000,H,34.20770745855104
DE_09163000,I,56.20556227667329
DE_09163000,J,297.18303841673355
DE_09171111,A,81.65270117327
DE_09171111,B,226.56092751633946
DE_09171111,C,60.644125400785626
DE_09171111,D,137.7860351801617
DE_09171111,E,166.77076307782707
DE_09171111,F,217.1737516390967
DE_09171111,G,159.6147693988952
DE_09171111,H,25.313886747836456
DE_09171111,I,105.46248619583437
DE_09171111,J,291.2429813872126
DE_09171112,A,94.83448295961519
DE_09171112,B,239.13665391691273
DE_09171112,C,63.21987721077103
DE_09171112,D,148.25269337857338
DE_09171112,E,176.90826611284834
DE_09171112,F,227.5011608651265
DE_09171112,G,172.79656329944797
DE_09171112,H,30.648225172083396
DE_09171112,I,113.65530782771492
DE_09171112,J,304.14832665642007
DE_09171113,A,90.06734941893609
DE_09171113,B,235.95765967391415
DE_09171113,C,66.87427169126076
DE_09171113,D,147.36574831746714
DE_09171113,E,169.88989398382935
DE_09171113,F,226.7425275010424
DE_09171113,G,167.87535975234488
DE_09171113,H,23.6757780702448
DE_09171113,I,106.59118239705919
DE_09171113,J,300.36183487738776
DE_09171114,A,88.97042257340598
DE_09171114,B,232.9680861555703
DE_09171114,C,59.87706406516849
DE_09171114,D,142.39336501706697
DE_09171114,E,173.56481323687544
DE_09171114,F,221.69092603976478
DE_09171114,G,166.95650367519056
DE_09171114,H,29.35858952825256
DE_09171114,I,111.38083209327377
DE_09171114,J,298.0190089414148
DE_09171115,A,85.3603581459392
DE_09171115,B,226.05720740429555
DE_09171115,C,49.20796043438932
DE_09171115,D,133.05155134577018
DE_09171115,E,177.00219510041111
DE_09171115,F,212.18196782856992
DE_09171115,G,163.1398496437069
DE_09171115,H,37.59115324808436
DE_09171115,I,116.97529639824448
DE_09171115,J,291.93296734126886
DE_09171116,A,87.3684887952
DE_09171116,B,235.74486287825792
DE_09171116,C,76.72130574992003
DE_09171116,D,151.2171839454101
DE_09171116,E,160.2111271698675
DE_09171116,F,230.56546026163647
DE_09171116,G,164.37394075597052
DE_09171116,H,12.749485231092185
DE_09171116,I,95.9344388351629
DE_09171116,J,298.92606332966324
DE_09171117,A,83.22736112625739
DE_09171117,B,231.07283641453196
DE_09171117,C,72.55710017374717
DE_09171117,D,146.0295848952588
DE_09171117,E,159.66525794271854
DE_09171117,F,225.38438751665677
DE_09171117,G,160.5530805167832
DE_09171117,H,14.017782918657423
DE_09171117,I,96.43067493600557
DE_09171117,J,294.5408850653774
DE_09171118,A,95.3255225119191
DE_09171118,B,237.3462210373089
DE_09171118,C,56.30666711045457
DE_09171118,D,144.27864006216055
DE_09171118,E,181.77933744889825
DE_09171118,F,223.31688164182233
DE_09171118,G,173.28218259717258
DE_09171118,H,37.01447058406037
DE_09171118,I,119.47944453011948
DE_09171118,J,303.02519758867504
DE_09171119,A,89.8259515028579
DE_09171119,B,236.81533863139245
DE_09171119,C,71.17682085024353
DE_09171119,D,149.72489212615682
DE_09171119,E,166.6243642929083
DE_09171119,F,229.12245082797025
DE_09171119,G,167.3825847090628
DE_09171119,H,19.635660257345858
DE_09171119,I,102.77980356726047
DE_09171119,J,300.7495327721942
DE_09171121,A,85.4641338301311
DE_09171121,B,231.0294427975021
DE_09171121,C,64.02082257571712
DE_09171121,D,142.5479994664153
DE_09171121,E,167.70083518258534
DE_09171121,F,221.93517668505174
DE_09171121,G,163.34812439431684
DE_09171121,H,23.48928559420346
DE_09171121,I,105.34502411875333
DE_09171121,J,295.5179523676315
DE_09171122,A,89.13552933583735
DE_09171122,B,236.90926881906242
DE_09171122,C,74.41942548446521
DE_09171122,D,151.11712666953844
DE_09171122,E,163.5968711131748
DE_09171122,F,230.50383073974174
DE_09171122,G,166.4167202259861
DE_09171122,H,16.225713769123278
DE_09171122,I,99.41253224588498
DE_09171122,J,300.4468418393393
DE_09171123,A,91.0020294344785
DE_09171123,B,232.52643595280884
DE_09171123,C,53.16356209877376
DE_09171123,D,139.50938178629264
