Longitude,Latitude,Location
12.720493445432686,49.064620406587245,A
10.400518443729757,49.230436196401044,B
11.314099069358507,47.984242562313256,C
9.934459418980095,50.22079874592364,D
11.910649667195326,50.19295800747402,E
10.704957537136561,48.89131902622609,F
12.66819091379332,48.332214730276824,G
10.35970111727858,47.978457086576995,H
12.256123386770986,49.573511480062876,I
12.850590060569747,48.72524943192535,J
10.986654628844013,50.18270022219253,K
11.17041813438273,47.52952165053436,L
13.178012101476046,48.46583003281096,M
11.904039546731438,48.82766910543982,N
9.220126046447584,49.88706893214472,O
11.40423595199518,49.00649302456867,P
12.154361137103166,47.825195954386714,Q
11.075245867680767,49.88065892134773,R
12.831537619882027,47.754422960394514,S
10.834117827686079,48.11598693416718,T
10.304521491216496,49.50041213151283,U
11.032914234703998,48.61203773942329,V
10.359439625777723,48.32157492035327,W
12.16946123714591,49.89580131942169,X
13.509229098904099,48.70667659874395,Y
12.02170353435937,49.208567699281765,Z
10.617362141901685,47.6972974188284,AA
12.070412181982892,48.44903184509447,AB
10.211140724021705,49.817429363050096,AC
10.65146043920382,49.953470197261744,AD
9.75074972185983,49.930744726753936,AE
12.552803254705548,48.00783605495268,AF
11.305107865285274,48.31346227362893,AG
12.403467594237217,48.71189374064354,AH
11.701435633292936,47.78081891663081,AI
11.776492956998117,49.598627830543485,AJ
10.603214602604355,48.5530294510029,AK
11.420798240305905,50.23159793425446,AL
12.549189117642596,49.287805705279375,AM
12.213681714889896,48.2092284345632,AN
11.32895839254188,49.425846139399965,AO
10.894232468798993,49.210466261002644,AP
11.731927416848176,49.89652867732957,AQ
11.099518361586638,47.758325493802545,AR
10.19397072442837,47.563304756175135,AS
10.359578908878472,50.315766665351845,AT
10.789316907408942,49.65130371886083,AU
11.855538372926686,48.08912731432191,AV
11.54760570163603,48.59132792955562,AW
13.194749981859927,48.92666323448856,AX
